InventoryID	InventoryType	UpperMaterial	SoleMaterial	StockQuantity	SellingPrice
014001JR07350	Shoes	Suede	Leather	854	145.67
014001JR07360	Shoes	Leather	Rubber	827	32.57
014001JR07370	Shoes	Suede	Polyurethane	795	466.1
014001JR07380	Shoes	Leather	Rubber	689	333.79
014001JR07390	Shoes	Synthetic	Polyurethane	461	375.72
014001JR07400	Shoes	Suede	Leather	929	162.67
014001JR10350	Shoes	Suede	Leather	610	424.37
014001JR10360	Shoes	Suede	Leather	105	137.21
014001JR10370	Shoes	Synthetic	Leather	99	10.81
014001JR10380	Shoes	Synthetic	Rubber	511	194.44
014001JR10390	Shoes	Suede	Polyurethane	385	289.67
014001JR10400	Shoes	Leather	Polyurethane	405	244.57
014001JR30350	Shoes	Synthetic	Leather	823	432.42
014001JR30360	Shoes	Suede	Rubber	518	61.65
014001JR30370	Shoes	Suede	Leather	476	281.37
014001JR30380	Shoes	Synthetic	Polyurethane	977	261.36
014001JR30390	Shoes	Leather	Polyurethane	709	147.88
014001JR30400	Shoes	Suede	Rubber	863	412.89
014002JR10350	Shoes	Leather	Polyurethane	645	378.9
014002JR10360	Shoes	Leather	Rubber	870	369.1
014002JR10370	Shoes	Synthetic	Leather	771	439.33
014002JR10380	Shoes	Suede	Leather	437	364.16
014002JR10390	Shoes	Suede	Rubber	23	123.6
014002JR10400	Shoes	Leather	Leather	997	355.73
014002JR68350	Shoes	Synthetic	Rubber	565	160.77
014002JR68360	Shoes	Synthetic	Leather	677	128.67
014002JR68370	Shoes	Synthetic	Leather	714	45.77
014002JR68380	Shoes	Leather	Polyurethane	458	374.57
014002JR68390	Shoes	Leather	Polyurethane	83	358.39
014002JR68400	Shoes	Suede	Rubber	145	124.9
014003JR02350	Shoes	Synthetic	Leather	85	377.2
014003JR02360	Shoes	Leather	Leather	78	459.74
014003JR02370	Shoes	Synthetic	Leather	457	62.93
014003JR02380	Shoes	Leather	Polyurethane	878	123.99
014003JR02390	Shoes	Suede	Rubber	1	377.63
014003JR02400	Shoes	Synthetic	Rubber	51	144.51
014003JR10350	Shoes	Leather	Rubber	685	316.09
014003JR10360	Shoes	Synthetic	Leather	717	49.77
014003JR10370	Shoes	Leather	Rubber	772	231.58
014003JR10380	Shoes	Leather	Polyurethane	446	372.15
014003JR10390	Shoes	Leather	Polyurethane	449	346.39
014003JR10400	Shoes	Synthetic	Rubber	881	409.39
014003JR70350	Shoes	Leather	Leather	488	439.95
014003JR70360	Shoes	Suede	Polyurethane	800	388.86
014003JR70370	Shoes	Synthetic	Polyurethane	34	339.08
014003JR70380	Shoes	Suede	Leather	348	25.54
014003JR70390	Shoes	Suede	Leather	95	272.13
014003JR70400	Shoes	Synthetic	Rubber	72	28.47
014007IM01225	Shoes	Leather	Polyurethane	551	405.95
014007IM01230	Shoes	Suede	Polyurethane	154	167.16
014007IM01235	Shoes	Synthetic	Rubber	250	285.59
014007IM01240	Shoes	Leather	Rubber	674	146.93
014007IM01245	Shoes	Synthetic	Polyurethane	438	393.43
014007IM01250	Shoes	Synthetic	Polyurethane	118	444.39
014007IM01260	Shoes	Synthetic	Leather	771	205.33
014007IM10210	Shoes	Leather	Leather	891	432.83
014007IM10220	Shoes	Suede	Polyurethane	306	140.87
014007IM10225	Shoes	Suede	Polyurethane	268	271.98
014007IM10230	Shoes	Synthetic	Leather	961	430.79
014007IM10235	Shoes	Synthetic	Rubber	54	169.68
014007IM10240	Shoes	Leather	Rubber	236	477.48
014007IM10245	Shoes	Synthetic	Polyurethane	389	69.72
014007IM10250	Shoes	Synthetic	Polyurethane	990	18.95
014007IM10255	Shoes	Synthetic	Leather	734	453.03
014007IM10260	Shoes	Suede	Polyurethane	763	43.64
014008DO02345	Shoes	Synthetic	Rubber	825	496.03
014008DO02350	Shoes	Suede	Leather	401	476.18
014008DO02355	Shoes	Leather	Leather	624	77.14
014008DO02360	Shoes	Leather	Rubber	767	273.42
014008DO02365	Shoes	Suede	Rubber	303	100.61
014008DO02370	Shoes	Suede	Leather	919	219.8
014008DO02375	Shoes	Suede	Polyurethane	207	40.1
014008DO02380	Shoes	Suede	Rubber	229	119.72
014008DO02385	Shoes	Synthetic	Leather	853	188.0
014008DO02390	Shoes	Suede	Polyurethane	910	224.94
014008DO10345	Shoes	Suede	Polyurethane	578	488.97
014008DO10350	Shoes	Suede	Leather	75	405.85
014008DO10355	Shoes	Synthetic	Rubber	435	371.33
014008DO10360	Shoes	Synthetic	Polyurethane	103	273.15
014008DO10365	Shoes	Synthetic	Rubber	422	421.6
014008DO10370	Shoes	Leather	Leather	704	176.27
014008DO10375	Shoes	Synthetic	Rubber	764	357.36
014008DO10385	Shoes	Suede	Polyurethane	738	496.95
014008DO10390	Shoes	Synthetic	Leather	806	164.17
014009ET01340	Shoes	Synthetic	Polyurethane	306	340.27
014009ET01350	Shoes	Suede	Polyurethane	98	423.71
014009ET01360	Shoes	Synthetic	Leather	850	458.75
014009ET01370	Shoes	Leather	Leather	798	361.79
014009ET01380	Shoes	Synthetic	Rubber	335	148.97
014009ET01400	Shoes	Leather	Leather	859	169.88
014009ETL7340	Shoes	Leather	Rubber	435	20.17
014009ETL7350	Shoes	Leather	Leather	447	382.83
014009ETL7360	Shoes	Suede	Polyurethane	994	30.94
014009ETL7370	Shoes	Synthetic	Rubber	308	433.68
014009ETL7380	Shoes	Leather	Leather	249	68.14
014009ETL7390	Shoes	Leather	Rubber	166	94.22
014009ETL7400	Shoes	Synthetic	Rubber	481	243.5
014010HK10370	Shoes	Suede	Rubber	984	371.56
014010HK10380	Shoes	Suede	Polyurethane	335	78.11
014010HK10400	Shoes	Leather	Leather	542	225.63
014010HK80350	Shoes	Suede	Leather	759	246.6
014010HK80360	Shoes	Synthetic	Rubber	106	114.02
014010HK80370	Shoes	Suede	Leather	563	66.62
014010HK80380	Shoes	Synthetic	Polyurethane	81	419.85
014010HK80390	Shoes	Leather	Rubber	133	256.21
014010HK80400	Shoes	Synthetic	Polyurethane	797	17.05
014010HKF6350	Shoes	Leather	Polyurethane	900	403.46
014010HKF6360	Shoes	Synthetic	Leather	138	490.59
014010HKF6370	Shoes	Synthetic	Leather	184	306.9
014010HKF6380	Shoes	Suede	Rubber	401	256.82
014010HKF6390	Shoes	Synthetic	Polyurethane	330	440.42
014010HKF6400	Shoes	Leather	Leather	785	476.73
014011HK42350	Shoes	Synthetic	Rubber	508	379.72
014011HK42360	Shoes	Leather	Rubber	852	228.27
014011HK42370	Shoes	Leather	Leather	984	300.19
014011HK42380	Shoes	Synthetic	Polyurethane	69	353.46
014011HK42390	Shoes	Suede	Rubber	546	105.19
014011HK42400	Shoes	Synthetic	Leather	774	229.13
014011HK71350	Shoes	Synthetic	Rubber	53	416.61
014011HK71360	Shoes	Suede	Leather	450	330.82
014011HK71370	Shoes	Leather	Rubber	205	211.49
014011HK71380	Shoes	Synthetic	Polyurethane	126	335.05
014011HK71390	Shoes	Suede	Rubber	747	67.93
014011HK71400	Shoes	Suede	Leather	43	206.73
014012HK10350	Shoes	Leather	Leather	752	398.63
014012HK10360	Shoes	Suede	Leather	971	118.05
014012HK10370	Shoes	Leather	Polyurethane	883	101.12
014012HK10380	Shoes	Synthetic	Leather	111	475.9
014012HK10390	Shoes	Suede	Leather	761	112.85
014012HK10400	Shoes	Synthetic	Polyurethane	663	137.85
014012HK30350	Shoes	Suede	Leather	183	485.11
014012HK30360	Shoes	Suede	Leather	848	370.01
014012HK30370	Shoes	Synthetic	Polyurethane	95	352.8
014012HK30380	Shoes	Suede	Rubber	971	427.93
014012HK30390	Shoes	Synthetic	Leather	374	66.75
014012HK30400	Shoes	Synthetic	Rubber	912	355.92
014013JM10350	Shoes	Leather	Polyurethane	520	256.81
014013JM10360	Shoes	Synthetic	Leather	900	416.28
014013JM10370	Shoes	Leather	Leather	360	258.99
014013JM10380	Shoes	Synthetic	Polyurethane	900	313.92
014013JM30350	Shoes	Suede	Leather	696	244.09
014013JM30360	Shoes	Synthetic	Rubber	281	244.3
014013JM30370	Shoes	Suede	Rubber	195	386.31
014013JM30380	Shoes	Leather	Polyurethane	864	318.0
014014JM07350	Shoes	Suede	Leather	195	320.3
014014JM07360	Shoes	Synthetic	Leather	667	230.64
014014JM07370	Shoes	Suede	Polyurethane	93	270.24
014014JM07380	Shoes	Leather	Rubber	672	375.4
014014JM07390	Shoes	Suede	Rubber	946	414.71
014014JM07400	Shoes	Suede	Polyurethane	61	351.32
014014JM10350	Shoes	Synthetic	Leather	634	462.8
014014JM10360	Shoes	Synthetic	Rubber	51	411.96
014014JM10370	Shoes	Suede	Leather	403	285.31
014014JM10380	Shoes	Leather	Rubber	789	338.99
014014JM10390	Shoes	Suede	Leather	5	463.89
014014JM10400	Shoes	Leather	Rubber	466	313.39
014014JM30350	Shoes	Leather	Leather	604	414.16
014014JM30360	Shoes	Leather	Polyurethane	682	347.52
014014JM30370	Shoes	Suede	Rubber	829	280.45
014014JM30380	Shoes	Leather	Polyurethane	534	128.5
014014JM30390	Shoes	Suede	Rubber	405	218.74
014014JM30400	Shoes	Leather	Rubber	838	484.19
014015JM10370	Shoes	Leather	Rubber	513	332.31
014015JM30360	Shoes	Suede	Leather	645	286.55
014015JM30370	Shoes	Synthetic	Rubber	233	467.15
014015JM30390	Shoes	Synthetic	Polyurethane	524	297.39
014016AU10340	Shoes	Suede	Leather	346	267.78
014016AU10360	Shoes	Suede	Leather	46	382.06
014016AU10370	Shoes	Synthetic	Rubber	546	359.21
014016AU10380	Shoes	Synthetic	Leather	945	104.65
014016AU10390	Shoes	Synthetic	Rubber	78	240.94
014016AU10400	Shoes	Suede	Polyurethane	730	241.53
014016AU90350	Shoes	Leather	Leather	813	195.33
014016AU90360	Shoes	Suede	Leather	923	263.47
014016AU90370	Shoes	Synthetic	Polyurethane	73	212.42
014016AU90380	Shoes	Leather	Polyurethane	794	107.68
014016AU90390	Shoes	Suede	Rubber	249	212.06
014016AU90400	Shoes	Synthetic	Leather	47	45.42
014017IG40340	Shoes	Suede	Polyurethane	121	292.14
014017IG40350	Shoes	Leather	Leather	214	428.29
014017IG40360	Shoes	Synthetic	Polyurethane	239	365.39
014017IG40370	Shoes	Suede	Leather	56	186.59
014017IG40380	Shoes	Leather	Polyurethane	350	52.66
014017IG40390	Shoes	Leather	Leather	107	109.05
014017IG40400	Shoes	Suede	Rubber	831	277.29
014018IG07350	Shoes	Leather	Leather	48	111.46
014018IG07360	Shoes	Synthetic	Rubber	573	276.55
014018IG07370	Shoes	Leather	Rubber	337	123.48
014018IG07380	Shoes	Suede	Rubber	26	425.97
014018IG07390	Shoes	Synthetic	Leather	804	204.66
014018IG07400	Shoes	Leather	Leather	257	130.32
014019BJ26350	Shoes	Leather	Rubber	8	408.04
014019BJ26360	Shoes	Synthetic	Polyurethane	625	177.99
014019BJ26370	Shoes	Synthetic	Leather	867	64.63
014019BJ26380	Shoes	Leather	Leather	253	289.5
014019BJ26390	Shoes	Synthetic	Leather	692	294.97
014019BJ60350	Shoes	Suede	Leather	719	360.2
014019BJ60360	Shoes	Leather	Rubber	303	127.71
014019BJ60370	Shoes	Suede	Polyurethane	639	227.45
014019BJ60380	Shoes	Leather	Polyurethane	56	148.36
014019BJ60390	Shoes	Suede	Polyurethane	726	49.67
014020BJ07340	Shoes	Suede	Polyurethane	526	439.54
014020BJ07350	Shoes	Synthetic	Rubber	474	367.15
014020BJ07360	Shoes	Leather	Leather	28	157.72
014020BJ07370	Shoes	Synthetic	Leather	983	303.69
014020BJ07380	Shoes	Synthetic	Rubber	78	108.62
014020BJ07390	Shoes	Leather	Leather	216	446.22
014020BJ07400	Shoes	Suede	Rubber	386	66.3
014020BJ94340	Shoes	Leather	Polyurethane	365	11.88
014020BJ94350	Shoes	Leather	Rubber	666	255.98
014020BJ94360	Shoes	Leather	Leather	526	295.73
014020BJ94370	Shoes	Synthetic	Leather	699	293.69
014020BJ94380	Shoes	Leather	Leather	312	36.71
014020BJ94390	Shoes	Leather	Polyurethane	883	163.88
014020BJ94400	Shoes	Leather	Rubber	7	254.61
014021BJ20340	Shoes	Suede	Rubber	3	116.12
014021BJ20350	Shoes	Suede	Leather	623	437.59
014021BJ20360	Shoes	Suede	Rubber	919	52.68
014021BJ20370	Shoes	Suede	Leather	750	248.82
014021BJ20380	Shoes	Synthetic	Rubber	363	348.79
014021BJ20390	Shoes	Synthetic	Polyurethane	751	138.26
014021BJ20400	Shoes	Leather	Polyurethane	508	315.88
014021BJ70340	Shoes	Synthetic	Rubber	274	416.4
014021BJ70350	Shoes	Suede	Polyurethane	506	103.27
014021BJ70360	Shoes	Leather	Polyurethane	806	459.44
014021BJ70370	Shoes	Leather	Polyurethane	739	281.24
014021BJ70380	Shoes	Suede	Leather	883	156.62
014021BJ70390	Shoes	Suede	Rubber	15	221.12
014021BJ70400	Shoes	Suede	Rubber	192	162.97
014021BJ90340	Shoes	Synthetic	Leather	985	365.3
014021BJ90350	Shoes	Leather	Leather	631	400.19
014021BJ90360	Shoes	Suede	Polyurethane	485	418.14
014021BJ90370	Shoes	Leather	Rubber	28	493.03
014021BJ90380	Shoes	Leather	Leather	714	397.73
014021BJ90390	Shoes	Synthetic	Polyurethane	39	304.68
014021BJ90400	Shoes	Leather	Rubber	953	176.22
014022CU40350	Shoes	Suede	Polyurethane	273	276.85
014022CU40360	Shoes	Suede	Rubber	231	30.12
014022CU40370	Shoes	Leather	Polyurethane	86	374.96
014022CU40380	Shoes	Leather	Rubber	474	228.52
014022CU40390	Shoes	Synthetic	Rubber	126	19.81
014024BB72350	Shoes	Suede	Rubber	812	40.63
014024BB72360	Shoes	Suede	Rubber	537	199.86
014024BB72370	Shoes	Leather	Polyurethane	145	295.88
014024BB72380	Shoes	Leather	Leather	525	237.46
014024BB72390	Shoes	Leather	Rubber	212	313.41
014024BB72400	Shoes	Suede	Rubber	25	245.34
014024BBG0350	Shoes	Leather	Rubber	580	334.23
014024BBG0360	Shoes	Synthetic	Rubber	394	117.37
014024BBG0370	Shoes	Synthetic	Polyurethane	67	65.29
014024BBG0380	Shoes	Leather	Leather	233	302.25
014024BBG0390	Shoes	Synthetic	Leather	109	247.5
014024BBG0400	Shoes	Synthetic	Leather	146	23.17
014025BB30350	Shoes	Synthetic	Polyurethane	111	196.44
014025BB30360	Shoes	Synthetic	Leather	228	62.0
014025BB30370	Shoes	Synthetic	Polyurethane	111	270.36
014025BB30380	Shoes	Suede	Polyurethane	470	203.93
014025BB30390	Shoes	Leather	Rubber	34	310.44
014025BB30400	Shoes	Synthetic	Polyurethane	623	404.75
014025BBG0350	Shoes	Leather	Leather	776	156.84
014025BBG0360	Shoes	Synthetic	Leather	936	481.43
014025BBG0370	Shoes	Suede	Leather	369	272.46
014025BBG0380	Shoes	Suede	Rubber	748	312.96
014025BBG0390	Shoes	Synthetic	Rubber	595	343.53
014025BBG0400	Shoes	Synthetic	Rubber	554	336.7
014026BB30360	Shoes	Synthetic	Polyurethane	425	260.38
014026BB30370	Shoes	Suede	Leather	613	220.09
014026BB30380	Shoes	Suede	Polyurethane	518	36.35
014026BB30400	Shoes	Leather	Polyurethane	692	20.82
014026BB72350	Shoes	Suede	Leather	282	185.4
014026BB72360	Shoes	Synthetic	Rubber	320	173.49
014026BB72380	Shoes	Leather	Leather	738	199.97
014026BB72390	Shoes	Suede	Polyurethane	443	77.8
014026BB72400	Shoes	Suede	Polyurethane	952	371.7
014027II10350	Shoes	Synthetic	Rubber	315	429.91
014027II10360	Shoes	Leather	Polyurethane	877	469.97
014027II10370	Shoes	Suede	Polyurethane	966	251.26
014027II10380	Shoes	Suede	Leather	741	353.42
014027II10390	Shoes	Synthetic	Rubber	377	429.22
014027II10400	Shoes	Leather	Leather	289	214.96
014027II90350	Shoes	Leather	Leather	437	161.61
014027II90360	Shoes	Leather	Leather	662	469.0
014027II90370	Shoes	Leather	Polyurethane	277	262.68
014027II90380	Shoes	Synthetic	Polyurethane	710	253.65
014027II90390	Shoes	Suede	Rubber	582	97.42
014027II90400	Shoes	Suede	Polyurethane	503	63.0
014028AU10340	Shoes	Leather	Rubber	624	422.63
014028AU10350	Shoes	Leather	Leather	516	310.93
014028AU10360	Shoes	Leather	Leather	350	169.65
014028AU10370	Shoes	Suede	Polyurethane	843	103.95
014028AU10380	Shoes	Suede	Polyurethane	446	282.19
014028AU10390	Shoes	Leather	Rubber	830	296.12
014028AU10400	Shoes	Synthetic	Polyurethane	350	111.43
014028AU30340	Shoes	Suede	Polyurethane	607	427.19
014028AU30350	Shoes	Suede	Polyurethane	664	51.29
014028AU30360	Shoes	Leather	Leather	823	184.49
014028AU30370	Shoes	Synthetic	Polyurethane	137	343.39
014028AU30380	Shoes	Leather	Polyurethane	759	144.32
014028AU30400	Shoes	Leather	Leather	899	415.56
014028GZ01350	Shoes	Synthetic	Leather	243	372.54
014028GZ01360	Shoes	Synthetic	Leather	543	396.62
014028GZ01370	Shoes	Synthetic	Leather	40	68.36
014028GZ01380	Shoes	Suede	Polyurethane	229	78.87
014028GZ02350	Shoes	Leather	Polyurethane	548	150.37
014028GZ02360	Shoes	Suede	Polyurethane	920	263.86
014028GZ02370	Shoes	Synthetic	Rubber	223	376.53
014028GZ02380	Shoes	Suede	Leather	6	419.9
014028GZ02400	Shoes	Synthetic	Polyurethane	322	355.12
014029KE04360	Shoes	Synthetic	Polyurethane	468	465.01
014029KE04380	Shoes	Leather	Polyurethane	732	371.98
014029KE04400	Shoes	Leather	Leather	75	160.07
014029KE30360	Shoes	Leather	Leather	4	139.89
014029KE30370	Shoes	Suede	Leather	847	351.13
014029KE30380	Shoes	Leather	Polyurethane	646	104.51
014029KE30390	Shoes	Synthetic	Leather	118	55.43
014029KE30400	Shoes	Leather	Polyurethane	881	270.79
014029KE91360	Shoes	Suede	Rubber	606	412.6
014029KE91370	Shoes	Leather	Leather	504	59.68
014029KE91380	Shoes	Leather	Leather	998	398.03
014029KE91390	Shoes	Leather	Polyurethane	947	407.67
014029KE91400	Shoes	Suede	Leather	574	246.31
014029KED5360	Shoes	Synthetic	Leather	441	38.08
014029KED5370	Shoes	Synthetic	Polyurethane	194	95.55
014029KED5380	Shoes	Synthetic	Polyurethane	847	356.64
014030KE30360	Shoes	Leather	Polyurethane	715	358.77
014030KE30370	Shoes	Leather	Rubber	392	450.19
014030KE30380	Shoes	Suede	Polyurethane	26	295.52
014030KE80360	Shoes	Synthetic	Leather	435	70.81
014030KE80370	Shoes	Leather	Rubber	173	69.49
014030KE80380	Shoes	Leather	Polyurethane	300	363.35
014031KE70360	Shoes	Leather	Rubber	645	100.05
014031KE70370	Shoes	Suede	Rubber	326	170.91
014031KE70380	Shoes	Synthetic	Leather	410	248.73
014031KE70390	Shoes	Suede	Rubber	118	22.13
014031KE70400	Shoes	Synthetic	Polyurethane	836	131.92
014032KE30360	Shoes	Synthetic	Rubber	787	209.87
014032KE30370	Shoes	Leather	Rubber	724	147.02
014032KE30380	Shoes	Leather	Leather	225	76.82
014032KE80360	Shoes	Leather	Leather	532	366.73
014032KE80370	Shoes	Leather	Polyurethane	113	408.44
014032KE80380	Shoes	Leather	Leather	140	136.16
014032KE80390	Shoes	Synthetic	Polyurethane	559	389.47
014032KE80400	Shoes	Leather	Polyurethane	1	198.92
014033KE04380	Shoes	Leather	Leather	90	258.28
014033KEH4360	Shoes	Suede	Rubber	654	429.44
015001IN1039	Shoes	Suede	Leather	320	377.48
015001IN1040	Shoes	Synthetic	Rubber	550	404.51
015001IN1041	Shoes	Synthetic	Rubber	805	77.05
015001IN1042	Shoes	Suede	Polyurethane	894	44.16
015001IN1043	Shoes	Suede	Polyurethane	139	447.77
015001IN1044	Shoes	Leather	Leather	511	200.04
015001IN1045	Shoes	Leather	Rubber	868	151.06
015001IN1046	Shoes	Synthetic	Leather	845	365.1
015002KM1040	Shoes	Suede	Polyurethane	259	419.84
015002KM1041	Shoes	Synthetic	Rubber	673	432.62
015002KM1042	Shoes	Leather	Leather	902	164.84
015002KM1043	Shoes	Synthetic	Leather	690	427.58
015002KM2439	Shoes	Synthetic	Polyurethane	10	30.06
015002KM2440	Shoes	Synthetic	Polyurethane	261	34.33
015002KM2441	Shoes	Leather	Polyurethane	919	315.52
015002KM2442	Shoes	Synthetic	Polyurethane	650	40.92
015002KM2444	Shoes	Leather	Leather	172	169.06
015003KM1040	Shoes	Suede	Polyurethane	898	339.65
015003KM1041	Shoes	Synthetic	Polyurethane	13	175.26
015003KM1042	Shoes	Synthetic	Leather	168	98.0
015003KM1043	Shoes	Leather	Leather	642	147.86
015003KM1044	Shoes	Synthetic	Rubber	596	234.21
015003KM1045	Shoes	Leather	Leather	321	242.94
015003KM1046	Shoes	Synthetic	Rubber	319	393.67
015003KM2439	Shoes	Suede	Polyurethane	613	377.58
015003KM2440	Shoes	Suede	Rubber	329	233.84
015003KM2441	Shoes	Suede	Rubber	785	424.38
015003KM2442	Shoes	Synthetic	Polyurethane	777	65.98
015003KM2443	Shoes	Synthetic	Polyurethane	971	135.12
015003KM2444	Shoes	Suede	Polyurethane	911	415.71
015003KM2445	Shoes	Suede	Rubber	920	195.22
015004KM1040	Shoes	Leather	Leather	550	490.78
015004KM1041	Shoes	Leather	Leather	419	238.46
015004KM1042	Shoes	Suede	Leather	606	398.05
015004KM1043	Shoes	Suede	Polyurethane	95	207.13
015004KM1044	Shoes	Synthetic	Polyurethane	817	218.23
015004KM1045	Shoes	Suede	Leather	581	197.61
015004KM2439	Shoes	Leather	Polyurethane	318	362.35
015004KM2440	Shoes	Leather	Rubber	956	278.28
015004KM2441	Shoes	Leather	Rubber	236	472.45
015004KM2442	Shoes	Leather	Polyurethane	946	132.94
015004KM2443	Shoes	Leather	Leather	334	59.28
015004KM2444	Shoes	Leather	Leather	885	202.7
015004KM2445	Shoes	Suede	Rubber	376	312.19
015005KM1041	Shoes	Leather	Polyurethane	459	431.79
015005KM1042	Shoes	Leather	Leather	137	179.64
015005KM1043	Shoes	Leather	Leather	930	330.36
015005KM1045	Shoes	Leather	Polyurethane	588	181.6
015005KM2440	Shoes	Suede	Polyurethane	995	312.44
015005KM2441	Shoes	Synthetic	Leather	547	443.56
015005KM2442	Shoes	Synthetic	Polyurethane	513	123.37
015005KM2443	Shoes	Synthetic	Polyurethane	296	208.08
015005KM2444	Shoes	Synthetic	Polyurethane	320	496.7
015005KM2445	Shoes	Leather	Leather	918	435.59
015006KM6141	Shoes	Synthetic	Rubber	572	286.67
015006KM6142	Shoes	Synthetic	Polyurethane	832	263.15
015006KM6144	Shoes	Suede	Leather	349	149.45
015006KM6145	Shoes	Suede	Rubber	840	263.43
015006KM7239	Shoes	Suede	Leather	779	425.61
015006KM7240	Shoes	Leather	Leather	873	345.74
015006KM7241	Shoes	Leather	Leather	229	152.12
015006KM7242	Shoes	Leather	Rubber	270	108.72
015006KM7243	Shoes	Suede	Leather	828	139.95
015006KM7244	Shoes	Synthetic	Rubber	798	93.18
015007KM2039	Shoes	Suede	Polyurethane	291	56.86
015007KM2040	Shoes	Leather	Rubber	725	215.38
015007KM2041	Shoes	Suede	Leather	165	65.52
015007KM2042	Shoes	Synthetic	Rubber	5	94.24
015007KM2043	Shoes	Leather	Leather	851	278.19
015007KM2044	Shoes	Synthetic	Polyurethane	379	90.65
015007KM2045	Shoes	Synthetic	Rubber	78	41.3
015007KM2439	Shoes	Leather	Polyurethane	410	165.52
015007KM2440	Shoes	Synthetic	Rubber	574	117.96
015007KM2441	Shoes	Suede	Leather	132	262.5
015007KM2442	Shoes	Synthetic	Rubber	601	60.16
015007KM2443	Shoes	Synthetic	Polyurethane	749	378.37
015007KM2444	Shoes	Synthetic	Rubber	42	454.05
015007KM2445	Shoes	Suede	Polyurethane	89	374.28
015007KM2446	Shoes	Synthetic	Polyurethane	402	271.09
015008BJ1040	Shoes	Synthetic	Leather	296	431.73
015008BJ1041	Shoes	Suede	Rubber	840	350.51
015008BJ1042	Shoes	Leather	Polyurethane	295	15.17
015008BJ1043	Shoes	Leather	Leather	616	203.1
015008BJ1044	Shoes	Leather	Leather	526	426.97
015008BJ2040	Shoes	Synthetic	Leather	800	179.47
015008BJ2041	Shoes	Leather	Polyurethane	691	27.26
015008BJ2042	Shoes	Suede	Rubber	637	375.63
015008BJ2043	Shoes	Synthetic	Polyurethane	422	403.0
015008BJ2044	Shoes	Synthetic	Leather	865	88.69
015009BJ1040	Shoes	Synthetic	Polyurethane	23	273.3
015009BJ1041	Shoes	Leather	Polyurethane	575	104.06
015009BJ1042	Shoes	Leather	Leather	143	362.42
015009BJ1043	Shoes	Leather	Rubber	993	143.06
015009BJ1044	Shoes	Synthetic	Leather	665	164.95
015009BJ2040	Shoes	Suede	Leather	145	424.04
015009BJ2041	Shoes	Synthetic	Polyurethane	225	243.4
015009BJ2042	Shoes	Suede	Leather	503	338.18
015009BJ2043	Shoes	Synthetic	Polyurethane	962	207.16
015009BJ2044	Shoes	Suede	Leather	974	156.02
015010IN1038	Shoes	Synthetic	Leather	821	316.48
015010IN1039	Shoes	Synthetic	Rubber	616	85.88
015010IN1040	Shoes	Suede	Leather	104	192.77
015010IN1041	Shoes	Suede	Rubber	947	112.43
015010IN1042	Shoes	Suede	Leather	39	350.94
015010IN1043	Shoes	Suede	Leather	947	472.66
015010IN1044	Shoes	Suede	Leather	198	497.8
015010IN1045	Shoes	Suede	Rubber	646	230.64
015010IN1046	Shoes	Suede	Polyurethane	579	133.74
015010IN2438	Shoes	Suede	Rubber	391	226.99
015010IN2439	Shoes	Synthetic	Leather	179	425.16
015010IN2440	Shoes	Suede	Polyurethane	968	110.94
015010IN2441	Shoes	Suede	Leather	554	476.53
015010IN2442	Shoes	Synthetic	Rubber	448	177.51
015010IN2443	Shoes	Synthetic	Rubber	500	493.04
015010IN2444	Shoes	Leather	Polyurethane	15	420.92
015010IN2445	Shoes	Leather	Rubber	623	406.2
015010IN2446	Shoes	Suede	Leather	669	165.77
015011IN1038	Shoes	Suede	Polyurethane	289	14.3
015011IN1039	Shoes	Leather	Leather	478	197.25
015011IN1040	Shoes	Leather	Polyurethane	231	157.89
015011IN1041	Shoes	Suede	Polyurethane	923	28.32
015011IN1042	Shoes	Leather	Leather	420	257.63
015011IN1043	Shoes	Suede	Rubber	157	207.49
015011IN1044	Shoes	Synthetic	Leather	550	320.93
015011IN1045	Shoes	Synthetic	Rubber	441	314.38
015011IN1046	Shoes	Leather	Rubber	97	69.17
015011IN2038	Shoes	Synthetic	Leather	997	488.71
015011IN2039	Shoes	Synthetic	Polyurethane	411	101.6
015011IN2040	Shoes	Synthetic	Leather	951	228.18
015011IN2041	Shoes	Synthetic	Polyurethane	289	249.18
015011IN2042	Shoes	Suede	Rubber	254	408.4
015011IN2043	Shoes	Suede	Polyurethane	196	58.62
015011IN2044	Shoes	Leather	Leather	598	220.04
015011IN2045	Shoes	Synthetic	Polyurethane	834	317.97
015012AE1024	Shoes	Synthetic	Rubber	522	115.43
015012AE10245	Shoes	Synthetic	Rubber	517	317.46
015012AE1025	Shoes	Leather	Polyurethane	635	462.6
015012AE10255	Shoes	Suede	Rubber	842	498.78
015012AE1026	Shoes	Synthetic	Rubber	865	25.9
015012AE10265	Shoes	Suede	Polyurethane	118	125.44
015012AE1027	Shoes	Leather	Rubber	806	162.05
015012AE10275	Shoes	Suede	Polyurethane	909	205.57
015012AE1028	Shoes	Synthetic	Polyurethane	159	128.71
015012AE10285	Shoes	Suede	Rubber	815	109.71
015012AE2024	Shoes	Suede	Polyurethane	228	477.73
015012AE20245	Shoes	Leather	Rubber	877	460.08
015012AE2025	Shoes	Leather	Rubber	216	33.03
015012AE20255	Shoes	Leather	Rubber	948	176.02
015012AE2026	Shoes	Leather	Leather	696	208.52
015012AE20265	Shoes	Suede	Rubber	15	127.12
