InventoryPurchaseID	SupplierID	DeliveryType	DeliverySupplier	DeliveryStatus	StartTime	EndTime	OrderDate	SignOffStatus	ConfirmStatus	InventoryID	ColorID	Size	Quantity	UnitCost
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	035008KM2042	BROWN	39	66	304.14
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	018004BJ1045	BLACK	380	68	313.16
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	132010KE24370	BROWN	1	11	313.42
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	115001BW1045	BLACK	41	66	320.08
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	118007IB2043	BROWN	44	18	325.12
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	114001HKA6370	PURPLE TARO	46	86	329.3
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	111010HH92380	BEIGE GRAY	390	79	334.48
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	238011JR7039	BLUE	43	73	348.16
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	134002JR07390	PINK	370	27	350.8
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	031007BJ07245	PINK	43	35	358.72
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	135008CZ1047	BLACK	40	55	368.14
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	135003BR2439	BROWN	42	25	373.82
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	011029IG10340	BLACK	42	33	377.28
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	113012HK30375	WHITE	40	4	382.32
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	013116DO40360	BEIGE	360	7	386.94
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	111006CS01360	GOLD	44	41	388.49
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	011022IJ10360	BLACK	43	64	388.81
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	111006CS07350	PINK	235	8	389.12
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	031011CU10245	BLACK	390	30	402.41
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	031022HH10350	BLACK	360	34	412.36
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	031016JD10355	BLACK	220	50	423.2
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	235018CZ1043	BLACK	43	21	424.67
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	235007YSJ840	DARK BROWN	43	62	425.31
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	131006AJ80240	YELLOW	1	93	448.08
14	2	Standard	DHL	Incomplete	6/25/2021	7/22/2021	6/10/2021	Completed	Confirmed	131014BB07370	PINK	44	72	449.86
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	135002DN2041	BROWN	27	12	5.66
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	111008CS01385	GOLD	39	86	1.92
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	015019GF1042	BLACK	40	55	15.72
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	110073KS2301	BROWN	40	44	7.98
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	031010CU23240	BROWN	390	75	18.75
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	011011CUM4245	LIGHT GRAY GREEN	370	44	6.91
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	130078ZS1001	BLACK	41	58	13
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	113105CUM4245	LIGHT GRAY GREEN	39	57	26.39
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	115003BW1044	BLACK	40	70	31.33
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	135015KM107	BLACK	360	99	37.34
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	138012CZ2445	BROWN	370	73	60.95
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	035010KM249	BROWN	41	59	76.72
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	017006AE2429	BROWN	43	80	90.12
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	232018JF30400	WHITE	42	12	111.92
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	113101JS609	RED	1	17	140.66
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	036001KM2443	BROWN	390	91	157.65
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	118006HK2242	LIGHT COFFEE	44	81	158.28
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	113014JJ48370	KHAKI	400	53	163.02
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	218010BWD641	KHAKI GREEN	1	44	169.28
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	017009BR5010	GREEN	380	91	174.01
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	017004ED1045	BLACK	39	44	178.62
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	031015IM90240	GREY	40	20	199.75
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	114009JR10370	BLACK	44	73	209.45
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	114012BB10400	BLACK	350	59	212.19
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	111006CS30355	WHITE	44	63	213.33
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	017007IC9044	GREY	44	15	216.86
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	015026CZ1040	BLACK	42	75	221.73
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	234012JR10350	BLACK	380	47	225.06
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	138011KR2040	BROWN	390	10	227.56
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	211002CUI4255	MIKA	390	64	261.95
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	013014II10380	BLACK	370	72	266.41
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	218019KR7042	BLUE	40	97	282.5
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	130081ZS1001	BLACK	255	94	283.08
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	013017GZ71370	AQUA BLUE	43	52	289.47
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	113017KE80360	YELLOW	400	11	300
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	138007JR7041	BLUE	40	55	308.45
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	132022ET10390	BLACK	41	23	319.71
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	135015KM108	BLACK	250	77	334.52
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	132003HN48380	KHAKI	365	98	338.48
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	211002CUI4230	MIKA	1	65	345.02
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	115010CZ1038	BLACK	240	6	359.52
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	013012II42370	APRICOT	42	38	369.33
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	031019EU51360	DARK GREEN	43	81	391.28
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	215003BW2441	BROWN	46	4	402.95
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	031004EO10210	BLACK	105	45	403.18
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	018009IN2043	BROWN	41	6	406.7
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	135021BR2038	BROWN	385	11	407.94
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	135005CZ2946	REDDISH BROWN	44	65	416.25
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	013118DC40390	BEIGE	380	36	430.14
15	3	Express	UPS	Incomplete	8/4/2021	9/2/2021	7/20/2021	Completed	Confirmed	234011JV20380	BROWN	8	63	441.98
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	015030BR1046	BLACK	42	23	3.33
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	232018JF10350	BLACK	275	86	9.81
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	015008BJ2041	BROWN	S	42	7.26
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	011030GZ10380	BLACK	39	7	10.81
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	113114HK36370	TARO 	41	59	14.35
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	015020GF1044	BLACK	27	70	18.81
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	031007BJ07220	PINK	40	14	19.53
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	017001ED1045	BLACK	370	56	4.83
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	010006KD2001	BROWN	40	64	29.71
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	031005BJ24245	BROWN	42	82	33.22
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	215004BW1040	BLACK	43	6	35.7
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	114001HKA6360	PURPLE TARO	390	17	40.64
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	132022ET10360	BLACK	390	42	46.56
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	111010HH92355	BEIGE GRAY	400	23	47.16
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	210011KQ70S	BLUE	41	65	47.54
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	031005BJ24260	BROWN	380	34	49
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	014017IG40390	BEIGE	360	97	59.05
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	014012HK10390	BLACK	390	58	62.85
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	215030MS2025	BROWN	380	54	63.53
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	134001JR30370	WHITE	40	29	65.74
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	031015IM90235	GREY	370	40	76.4
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	114020JM30400	WHITE	41	34	82.32
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	138010BW7040	BLUE	43	69	83.62
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	035008KM2045	BROWN	43	21	88.08
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	113005DO80345	YELLOW	390	20	89.35
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	213108JDN1350	ROSE PINK	260	76	96.59
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	232032GZ10390	BLACK	41	17	100.69
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	216002BW7042	BLUE	45	25	101.11
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	015006KM7241	DARK BLUE	44	39	102.12
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	113108EU40340	BEIGE	1	3	105.86
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	015012AE1027	BLACK	39	32	112.05
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	132032JR10390	BLACK	43	76	114.14
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	234004JF40380	BEIGE	38	93	119.36
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	113110IG30380	WHITE	43	57	120.18
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	013011ET30380	WHITE	45	43	127.51
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	015005KM1042	BLACK	42	67	129.64
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	235021CZ1039	BLACK	7	3	144.66
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	215022CZ1040	BLACK	40	43	164.25
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	118010JO2045	BROWN	380	68	172.4
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	036002IK1044	BLACK	43	23	181.65
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	215029MS1026	BLACK	44	20	199.5
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	217001JU2040	BROWN	6	93	200.07
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	031022HH10345	BLACK	40	94	201.81
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	135021BR1039	BLACK	42	73	234.48
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	031013AJ10250	BLACK	44	14	248.07
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	130016KD2201	LIGHT COFFEE	42	29	251.53
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	131007AJ10265	BLACK	390	12	256.35
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	113115JJ10360	BLACK	370	76	265.85
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	014003JR10350	BLACK	46	41	266.09
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	034008HK10385	BLACK	40	33	276.34
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	211022KE44390	COCOA 	1	97	288.79
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	217002JU2440	BROWN	44	76	290.47
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	013010HX90380	GREY	44	47	292.46
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	014003JR10390	BLACK	6	37	296.39
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	032012DO10225	BLACK	370	60	311.76
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	031021JM61380	CLARET	43	37	325.36
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	211011AJ10235	BLACK	400	38	334.48
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	218016KR2040	BROWN	42	31	337
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	111004AJ10235	BLACK	43	28	356.1
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	015010IN2445	BROWN	44	35	356.2
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	013105HH86380	ORANGE 	42	51	365.47
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	138001DN8044	YELLOW	41	62	369.5
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	135006CZ2945	REDDISH BROWN	42	36	392.02
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	114019JF07400	PINK	43	36	401.71
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	234012JR70390	BLUE	6	51	425.85
16	2	Express	DHL	Delivered	3/26/2020	5/5/2020	3/11/2020	Completed	Confirmed	117006JS1010	BLACK	400	62	449.13
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	013104HK70345	BLUE	42	89	5.43
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	215002BW7038	BLUE	1	27	5.94
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	113105CU40235	BEIGE	38	50	8.81
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	013108JD40360	BEIGE	41	18	9.84
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	015016IN1043	BLACK	43	70	10.48
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	131014BB90350	GREY	7	29	10.8
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	211012AJ10225	BLACK	400	79	2.56
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	013008DO30370	WHITE	375	66	8.31
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	138009BW2441	BROWN	350	82	10.02
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	031020EU10370	BLACK	41	76	14.89
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	113115JJ10365	BLACK	8	78	24.7
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	115005BW1044	BLACK	40	36	36.65
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	114002HK36390	TARO 	41	25	42.87
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	114011JR30380	WHITE	400	33	74.76
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	218003GH2139	DARK COFFEE	41	69	75.47
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	014031KE70400	BLUE	400	72	81.92
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	131005AJ24235	BROWN	260	78	84.09
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	138013KR1044	BLACK	42	66	102.78
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	013111EUC9340	MUSTARD YELLOW	42	60	103.83
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	211016IJ10345	BLACK	350	44	109.39
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	135018DN9043	GREY	1	51	111.3
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	232014II42350	APRICOT	39	7	117.14
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	018015BR2042	BROWN	42	6	128.71
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	014028AU30360	WHITE	S	82	134.49
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	113015HX10390	BLACK	42	96	145.71
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	232015II10380	BLACK	390	8	147.17
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	115008CZ2446	BROWN	370	19	148.73
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	138006JR7040	BLUE	360	29	151.97
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	135003BR1041	BLACK	370	7	153.3
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	018015BR1043	BLACK	380	12	162.72
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	138008BW3042	WHITE	42	45	176.15
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	031005BJ10260	BLACK	40	22	186.97
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	013011ET10360	BLACK	41	68	190.06
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	113121GZ30370	WHITE	1	74	200.44
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	138013KR2443	BROWN	350	41	215.21
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	211109BR10380	BLACK	43	22	227.27
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	014028AU10380	BLACK	360	12	232.19
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	215026CZ1041	BLACK	350	39	243.36
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	132007HN20340	BROWN	7	68	247.97
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	031008HH70355	BLUE	41	34	257.81
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	010003KD20105	BROWN	42	82	263.61
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	114014BB10370	BLACK	10	35	266.73
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	010002KD6001	RED	39	3	272.18
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	011023HX07370	PINK	350	26	272.57
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	011008EO01225	GOLD	45	54	277.64
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	131008AJ10240	BLACK	40	33	278.12
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	114027HE10390	BLACK	44	22	291.07
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	013008DO72360	DARK BLUE	1	16	292.41
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	115003BW1042	BLACK	350	58	293.71
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	135020BR2038	BROWN	42	50	314.57
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	215006BW2443	BROWN	40	94	323.94
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	015003KM2439	BROWN	43	90	327.58
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	118004HK2045	BROWN	360	90	329.35
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	014016AU10360	BLACK	44	52	332.06
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	136001KM249	BROWN	39	58	339
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	113111IG40360	BEIGE	41	13	344.3
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	218004GH2039	BROWN	350	11	358.44
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	114032KE01380	GOLD	370	68	364.07
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	031004EO10260	BLACK	43	53	367.55
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	014012HK30380	WHITE	5	29	377.93
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	211008IM01235	GOLD	390	12	382.81
17	1	Standard	DHL	Delivered	5/21/2021	7/7/2021	5/6/2021	Completed	Confirmed	014007IM10210	BLACK	41	69	382.83
